location_id,address_1,address_2,city,state,zip,county,location_source_value
8884,,,Marengo,OH,43334,Morrow County,Lat: 40.4; Long: -82.81
8885,,,Martel,OH,43335,Marion County,Lat: 40.67; Long: -82.9
8886,,,Middleburg,OH,43336,Logan County,Lat: 40.29; Long: -83.58
8887,,,Morral,OH,43337,Marion County,Lat: 40.68; Long: -83.21
8888,,,Mount Gilead,OH,43338,Morrow County,Lat: 40.55; Long: -82.83
8889,,,Mount Victory,OH,43340,Hardin County,Lat: 40.53; Long: -83.52
8890,,,New Bloomington,OH,43341,Marion County,Lat: 40.6; Long: -83.32
8891,,,Prospect,OH,43342,Marion County,Lat: 40.45; Long: -83.18
8892,,,Quincy,OH,43343,Logan County,Lat: 40.29; Long: -83.96
8893,,,Richwood,OH,43344,Union County,Lat: 40.42; Long: -83.29
8894,,,Ridgeway,OH,43345,Hardin County,Lat: 40.51; Long: -83.56
8895,,,Roundhead,OH,43346,Hardin County,Lat: 40.58; Long: -83.84
8896,,,Rushsylvania,OH,43347,Logan County,Lat: 40.46; Long: -83.67
8897,,,Russells Point,OH,43348,Logan County,Lat: 40.46; Long: -83.89
8898,,,Shauck,OH,43349,Morrow County,Lat: 40.59; Long: -82.65
8899,,,Sparta,OH,43350,Morrow County,Lat: 40.4; Long: -82.7
8900,,,Upper Sandusky,OH,43351,Wyandot County,Lat: 40.83; Long: -83.28
8901,,,Waldo,OH,43356,Marion County,Lat: 40.46; Long: -83.08
8902,,,West Liberty,OH,43357,Logan County,Lat: 40.25; Long: -83.75
8903,,,West Mansfield,OH,43358,Logan County,Lat: 40.39; Long: -83.54
8904,,,Wharton,OH,43359,Wyandot County,Lat: 40.86; Long: -83.46
8905,,,Zanesfield,OH,43360,Logan County,Lat: 40.33; Long: -83.67
8906,,,Bowling Green,OH,43402,Wood County,Lat: 41.37; Long: -83.64
8907,,,Bowling Green,OH,43403,Wood County,Lat: 41.38; Long: -83.64
8908,,,Bradner,OH,43406,Wood County,Lat: 41.32; Long: -83.43
8909,,,Burgoon,OH,43407,Sandusky County,Lat: 41.26; Long: -83.25
8910,,,Clay Center,OH,43408,Ottawa County,Lat: 41.57; Long: -83.36
8911,,,Clyde,OH,43410,Sandusky County,Lat: 41.3; Long: -82.97
8912,,,Curtice,OH,43412,Lucas County,Lat: 41.63; Long: -83.31
8913,,,Cygnet,OH,43413,Wood County,Lat: 41.24; Long: -83.64
8914,,,Dunbridge,OH,43414,Wood County,Lat: 41.45; Long: -83.62
8915,,,Elmore,OH,43416,Ottawa County,Lat: 41.47; Long: -83.29
8916,,,Fremont,OH,43420,Sandusky County,Lat: 41.35; Long: -83.11
8917,,,Genoa,OH,43430,Ottawa County,Lat: 41.51; Long: -83.36
8918,,,Gibsonburg,OH,43431,Sandusky County,Lat: 41.38; Long: -83.32
8919,,,Graytown,OH,43432,Ottawa County,Lat: 41.52; Long: -83.26
8920,,,Gypsum,OH,43433,Ottawa County,Lat: 41.5; Long: -82.88
8921,,,Harbor View,OH,43434,Lucas County,Lat: 41.69; Long: -83.44
8922,,,Helena,OH,43435,Sandusky County,Lat: 41.33; Long: -83.29
8923,,,Isle Saint George,OH,43436,Ottawa County,Lat: 41.72; Long: -82.82
8924,,,Jerry City,OH,43437,Wood County,Lat: 41.25; Long: -83.6
8925,,,Kelleys Island,OH,43438,Erie County,Lat: 41.6; Long: -82.71
8926,,,Lacarne,OH,43439,Ottawa County,Lat: 41.52; Long: -83.04
8927,,,Lakeside Marblehead,OH,43440,Ottawa County,Lat: 41.52; Long: -82.78
8928,,,Lemoyne,OH,43441,Wood County,Lat: 41.47; Long: -83.46
8929,,,Lindsey,OH,43442,Sandusky County,Lat: 41.42; Long: -83.22
8930,,,Luckey,OH,43443,Wood County,Lat: 41.45; Long: -83.48
8931,,,Martin,OH,43445,Ottawa County,Lat: 41.58; Long: -83.3
8932,,,Middle Bass,OH,43446,Ottawa County,Lat: 41.68; Long: -82.81
8933,,,Millbury,OH,43447,Wood County,Lat: 41.56; Long: -83.42
8934,,,Oak Harbor,OH,43449,Ottawa County,Lat: 41.51; Long: -83.14
8935,,,Pemberville,OH,43450,Wood County,Lat: 41.4; Long: -83.45
8936,,,Portage,OH,43451,Wood County,Lat: 41.32; Long: -83.64
8937,,,Port Clinton,OH,43452,Ottawa County,Lat: 41.5; Long: -82.93
8938,,,Put In Bay,OH,43456,Ottawa County,Lat: 41.64; Long: -82.82
8939,,,Risingsun,OH,43457,Wood County,Lat: 41.26; Long: -83.42
8940,,,Rocky Ridge,OH,43458,Ottawa County,Lat: 41.53; Long: -83.21
8941,,,Rossford,OH,43460,Wood County,Lat: 41.6; Long: -83.56
8942,,,Rudolph,OH,43462,Wood County,Lat: 41.29; Long: -83.7
8943,,,Stony Ridge,OH,43463,Wood County,Lat: 41.51; Long: -83.51
8944,,,Vickery,OH,43464,Sandusky County,Lat: 41.42; Long: -82.92
8945,,,Walbridge,OH,43465,Wood County,Lat: 41.58; Long: -83.48
8946,,,Wayne,OH,43466,Wood County,Lat: 41.3; Long: -83.47
8947,,,West Millgrove,OH,43467,Wood County,Lat: 41.24; Long: -83.49
8948,,,Williston,OH,43468,Ottawa County,Lat: 41.6; Long: -83.34
8949,,,Woodville,OH,43469,Sandusky County,Lat: 41.45; Long: -83.36
8950,,,Alvordton,OH,43501,Williams County,Lat: 41.66; Long: -84.43
8951,,,Archbold,OH,43502,Fulton County,Lat: 41.51; Long: -84.3
8952,,,Berkey,OH,43504,Lucas County,Lat: 41.71; Long: -83.83
8953,,,Blakeslee,OH,43505,Williams County,Lat: 41.52; Long: -84.73
8954,,,Bryan,OH,43506,Williams County,Lat: 41.47; Long: -84.54
8955,,,Colton,OH,43510,Henry County,Lat: 41.46; Long: -83.95
8956,,,Custar,OH,43511,Wood County,Lat: 41.28; Long: -83.84
8957,,,Defiance,OH,43512,Defiance County,Lat: 41.28; Long: -84.36
8958,,,Delta,OH,43515,Fulton County,Lat: 41.57; Long: -84
8959,,,Deshler,OH,43516,Henry County,Lat: 41.2; Long: -83.9
8960,,,Edgerton,OH,43517,Williams County,Lat: 41.44; Long: -84.74
8961,,,Edon,OH,43518,Williams County,Lat: 41.55; Long: -84.76
8962,,,Evansport,OH,43519,Defiance County,Lat: 41.42; Long: -84.41
8963,,,Farmer,OH,43520,Defiance County,Lat: 41.38; Long: -84.64
8964,,,Fayette,OH,43521,Fulton County,Lat: 41.67; Long: -84.32
8965,,,Grand Rapids,OH,43522,Wood County,Lat: 41.41; Long: -83.86
8966,,,Grelton,OH,43523,Henry County,Lat: 41.34; Long: -83.99
8967,,,Hamler,OH,43524,Henry County,Lat: 41.23; Long: -84.03
8968,,,Haskins,OH,43525,Wood County,Lat: 41.46; Long: -83.7
8969,,,Hicksville,OH,43526,Defiance County,Lat: 41.29; Long: -84.76
8970,,,Holgate,OH,43527,Henry County,Lat: 41.24; Long: -84.12
8971,,,Holland,OH,43528,Lucas County,Lat: 41.62; Long: -83.7
8972,,,Hoytville,OH,43529,Wood County,Lat: 41.19; Long: -83.78
8973,,,Jewell,OH,43530,Defiance County,Lat: 41.33; Long: -84.29
8974,,,Kunkle,OH,43531,Williams County,Lat: 41.64; Long: -84.5
8975,,,Liberty Center,OH,43532,Henry County,Lat: 41.44; Long: -84
8976,,,Lyons,OH,43533,Fulton County,Lat: 41.69; Long: -84.07
8977,,,Mc Clure,OH,43534,Henry County,Lat: 41.37; Long: -83.94
8978,,,Malinta,OH,43535,Henry County,Lat: 41.31; Long: -84.03
8979,,,Mark Center,OH,43536,Defiance County,Lat: 41.29; Long: -84.63
8980,,,Maumee,OH,43537,Lucas County,Lat: 41.57; Long: -83.65
8981,,,Metamora,OH,43540,Fulton County,Lat: 41.71; Long: -83.9
8982,,,Milton Center,OH,43541,Wood County,Lat: 41.3; Long: -83.83
8983,,,Monclova,OH,43542,Lucas County,Lat: 41.56; Long: -83.76
8984,,,Montpelier,OH,43543,Williams County,Lat: 41.58; Long: -84.6
8985,,,Napoleon,OH,43545,Henry County,Lat: 41.39; Long: -84.12
8986,,,Neapolis,OH,43547,Lucas County,Lat: 41.49; Long: -83.88
8987,,,New Bavaria,OH,43548,Henry County,Lat: 41.2; Long: -84.16
8988,,,Ney,OH,43549,Defiance County,Lat: 41.38; Long: -84.52
8989,,,Okolona,OH,43550,Henry County,Lat: 41.39; Long: -84.15
8990,,,Perrysburg,OH,43551,Wood County,Lat: 41.55; Long: -83.62
8991,,,Perrysburg,OH,43552,Wood County,Lat: 41.55; Long: -83.62
8992,,,Pettisville,OH,43553,Fulton County,Lat: 41.53; Long: -84.23
8993,,,Pioneer,OH,43554,Williams County,Lat: 41.67; Long: -84.55
8994,,,Ridgeville Corners,OH,43555,Henry County,Lat: 41.44; Long: -84.26
8995,,,Sherwood,OH,43556,Defiance County,Lat: 41.29; Long: -84.55
8996,,,Stryker,OH,43557,Williams County,Lat: 41.5; Long: -84.41
8997,,,Swanton,OH,43558,Fulton County,Lat: 41.58; Long: -83.89
8998,,,Sylvania,OH,43560,Lucas County,Lat: 41.71; Long: -83.7
8999,,,Tontogany,OH,43565,Wood County,Lat: 41.42; Long: -83.74
9000,,,Waterville,OH,43566,Lucas County,Lat: 41.49; Long: -83.73
9001,,,Wauseon,OH,43567,Fulton County,Lat: 41.55; Long: -84.14
9002,,,Weston,OH,43569,Wood County,Lat: 41.34; Long: -83.79
9003,,,West Unity,OH,43570,Williams County,Lat: 41.58; Long: -84.43
9004,,,Whitehouse,OH,43571,Lucas County,Lat: 41.51; Long: -83.8
9005,,,Toledo,OH,43601,Lucas County,Lat: 41.66; Long: -83.58
9006,,,Toledo,OH,43603,Lucas County,Lat: 41.66; Long: -83.58
9007,,,Toledo,OH,43604,Lucas County,Lat: 41.65; Long: -83.54
9008,,,Toledo,OH,43605,Lucas County,Lat: 41.65; Long: -83.51
9009,,,Toledo,OH,43606,Lucas County,Lat: 41.66; Long: -83.58
9010,,,Toledo,OH,43607,Lucas County,Lat: 41.65; Long: -83.6
9011,,,Toledo,OH,43608,Lucas County,Lat: 41.68; Long: -83.53
9012,,,Toledo,OH,43609,Lucas County,Lat: 41.63; Long: -83.58
9013,,,Toledo,OH,43610,Lucas County,Lat: 41.68; Long: -83.56
9014,,,Toledo,OH,43611,Lucas County,Lat: 41.71; Long: -83.49
9015,,,Toledo,OH,43612,Lucas County,Lat: 41.71; Long: -83.55
9016,,,Toledo,OH,43613,Lucas County,Lat: 41.71; Long: -83.6
9017,,,Toledo,OH,43614,Lucas County,Lat: 41.6; Long: -83.63
9018,,,Toledo,OH,43615,Lucas County,Lat: 41.65; Long: -83.67
9019,,,Oregon,OH,43616,Lucas County,Lat: 41.66; Long: -83.41
9020,,,Toledo,OH,43617,Lucas County,Lat: 41.66; Long: -83.73
9021,,,Oregon,OH,43618,Lucas County,Lat: 41.67; Long: -83.39
9022,,,Northwood,OH,43619,Wood County,Lat: 41.61; Long: -83.48
9023,,,Toledo,OH,43620,Lucas County,Lat: 41.67; Long: -83.55
9024,,,Toledo,OH,43623,Lucas County,Lat: 41.7; Long: -83.65
9025,,,Toledo,OH,43635,Lucas County,Lat: 41.66; Long: -83.58
9026,,,Toledo,OH,43652,Lucas County,Lat: 41.66; Long: -83.58
9027,,,Toledo,OH,43654,Lucas County,Lat: 41.66; Long: -83.58
9028,,,Toledo,OH,43656,Lucas County,Lat: 41.66; Long: -83.58
9029,,,Toledo,OH,43657,Lucas County,Lat: 41.66; Long: -83.58
9030,,,Toledo,OH,43659,Lucas County,Lat: 41.66; Long: -83.58
9031,,,Toledo,OH,43660,Lucas County,Lat: 41.66; Long: -83.58
9032,,,Toledo,OH,43661,Lucas County,Lat: 41.66; Long: -83.58
9033,,,Toledo,OH,43666,Lucas County,Lat: 41.66; Long: -83.58
9034,,,Toledo,OH,43667,Lucas County,Lat: 41.66; Long: -83.58
9035,,,Toledo,OH,43681,Lucas County,Lat: 41.66; Long: -83.58
9036,,,Toledo,OH,43682,Lucas County,Lat: 41.66; Long: -83.58
9037,,,Toledo,OH,43697,Lucas County,Lat: 41.66; Long: -83.58
9038,,,Toledo,OH,43699,Lucas County,Lat: 41.66; Long: -83.58
9039,,,Zanesville,OH,43701,Muskingum County,Lat: 39.95; Long: -82.01
9040,,,Zanesville,OH,43702,Muskingum County,Lat: 39.95; Long: -82.01
9041,,,Ava,OH,43711,Noble County,Lat: 39.84; Long: -81.58
9042,,,Barnesville,OH,43713,Belmont County,Lat: 39.98; Long: -81.17
9043,,,Beallsville,OH,43716,Monroe County,Lat: 39.84; Long: -81.03
9044,,,Belle Valley,OH,43717,Noble County,Lat: 39.79; Long: -81.55
9045,,,Belmont,OH,43718,Belmont County,Lat: 40.02; Long: -81.04
9046,,,Bethesda,OH,43719,Belmont County,Lat: 40.01; Long: -81.07
9047,,,Blue Rock,OH,43720,Muskingum County,Lat: 39.79; Long: -81.87
9048,,,Brownsville,OH,43721,Licking County,Lat: 39.95; Long: -82.27
9049,,,Buffalo,OH,43722,Guernsey County,Lat: 39.92; Long: -81.52
9050,,,Byesville,OH,43723,Guernsey County,Lat: 39.96; Long: -81.54
9051,,,Caldwell,OH,43724,Noble County,Lat: 39.74; Long: -81.51
9052,,,Cambridge,OH,43725,Guernsey County,Lat: 40.02; Long: -81.58
9053,,,Chandlersville,OH,43727,Muskingum County,Lat: 39.86; Long: -81.8
9054,,,Chesterhill,OH,43728,Morgan County,Lat: 39.48; Long: -81.86
9055,,,Corning,OH,43730,Perry County,Lat: 39.6; Long: -82.08
9056,,,Crooksville,OH,43731,Perry County,Lat: 39.76; Long: -82.09
9057,,,Cumberland,OH,43732,Guernsey County,Lat: 39.85; Long: -81.65
9058,,,Derwent,OH,43733,Guernsey County,Lat: 39.93; Long: -81.54
9059,,,Duncan Falls,OH,43734,Muskingum County,Lat: 39.88; Long: -81.89
9060,,,East Fultonham,OH,43735,Muskingum County,Lat: 39.86; Long: -82.11
9061,,,Fairview,OH,43736,Guernsey County,Lat: 40.06; Long: -81.24
9062,,,Fultonham,OH,43738,Muskingum County,Lat: 39.86; Long: -82.14
9063,,,Glenford,OH,43739,Perry County,Lat: 39.88; Long: -82.31
9064,,,Gratiot,OH,43740,Licking County,Lat: 39.95; Long: -82.22
9065,,,Hopewell,OH,43746,Muskingum County,Lat: 39.96; Long: -82.17
9066,,,Jerusalem,OH,43747,Monroe County,Lat: 39.85; Long: -81.09
9067,,,Junction City,OH,43748,Perry County,Lat: 39.72; Long: -82.3
9068,,,Kimbolton,OH,43749,Guernsey County,Lat: 40.15; Long: -81.57
9069,,,Kipling,OH,43750,Guernsey County,Lat: 40; Long: -81.51
9070,,,Laings,OH,43752,Monroe County,Lat: 39.71; Long: -80.99
9071,,,Lewisville,OH,43754,Monroe County,Lat: 39.76; Long: -81.21
9072,,,Lore City,OH,43755,Guernsey County,Lat: 39.98; Long: -81.45
9073,,,Mcconnelsville,OH,43756,Morgan County,Lat: 39.65; Long: -81.84
9074,,,Malaga,OH,43757,Monroe County,Lat: 39.85; Long: -81.15
9075,,,Malta,OH,43758,Morgan County,Lat: 39.63; Long: -81.95
9076,,,Morristown,OH,43759,Belmont County,Lat: 40.06; Long: -81.07
9077,,,Mount Perry,OH,43760,Perry County,Lat: 39.87; Long: -82.18
9078,,,Moxahala,OH,43761,Perry County,Lat: 39.67; Long: -82.15
9079,,,New Concord,OH,43762,Muskingum County,Lat: 39.99; Long: -81.73
9080,,,New Lexington,OH,43764,Perry County,Lat: 39.71; Long: -82.2
9081,,,New Straitsville,OH,43766,Perry County,Lat: 39.57; Long: -82.23
9082,,,Norwich,OH,43767,Muskingum County,Lat: 39.98; Long: -81.79
9083,,,Old Washington,OH,43768,Guernsey County,Lat: 40.04; Long: -81.44
9084,,,Philo,OH,43771,Muskingum County,Lat: 39.84; Long: -81.95
9085,,,Pleasant City,OH,43772,Guernsey County,Lat: 39.9; Long: -81.54
9086,,,Quaker City,OH,43773,Guernsey County,Lat: 39.96; Long: -81.29
9087,,,Roseville,OH,43777,Muskingum County,Lat: 39.8; Long: -82.07
9088,,,Salesville,OH,43778,Guernsey County,Lat: 40; Long: -81.38
9089,,,Sarahsville,OH,43779,Noble County,Lat: 39.8; Long: -81.46
9090,,,Senecaville,OH,43780,Guernsey County,Lat: 39.93; Long: -81.45
9091,,,Shawnee,OH,43782,Perry County,Lat: 39.61; Long: -82.2
9092,,,Somerset,OH,43783,Perry County,Lat: 39.8; Long: -82.3
9093,,,Stafford,OH,43786,Monroe County,Lat: 39.71; Long: -81.28
9094,,,Stockport,OH,43787,Morgan County,Lat: 39.54; Long: -81.79
9095,,,Summerfield,OH,43788,Noble County,Lat: 39.79; Long: -81.33
9096,,,Sycamore Valley,OH,43789,Monroe County,Lat: 39.66; Long: -81.23
9097,,,White Cottage,OH,43791,Muskingum County,Lat: 39.88; Long: -82.09
9098,,,Woodsfield,OH,43793,Monroe County,Lat: 39.76; Long: -81.11
9099,,,Adamsville,OH,43802,Muskingum County,Lat: 40.06; Long: -81.88
9100,,,Bakersville,OH,43803,Coshocton County,Lat: 40.35; Long: -81.63
9101,,,Baltic,OH,43804,Holmes County,Lat: 40.44; Long: -81.7
9102,,,Blissfield,OH,43805,Coshocton County,Lat: 40.39; Long: -81.97
9103,,,Conesville,OH,43811,Coshocton County,Lat: 40.18; Long: -81.89
9104,,,Coshocton,OH,43812,Coshocton County,Lat: 40.26; Long: -81.84
9105,,,Dresden,OH,43821,Muskingum County,Lat: 40.12; Long: -82.01
9106,,,Frazeysburg,OH,43822,Muskingum County,Lat: 40.11; Long: -82.11
9107,,,Fresno,OH,43824,Coshocton County,Lat: 40.36; Long: -81.75
9108,,,Keene,OH,43828,Coshocton County,Lat: 40.34; Long: -81.86
9109,,,Nashport,OH,43830,Muskingum County,Lat: 40.04; Long: -82.12
9110,,,Newcomerstown,OH,43832,Tuscarawas County,Lat: 40.27; Long: -81.59
9111,,,Plainfield,OH,43836,Coshocton County,Lat: 40.21; Long: -81.72
9112,,,Port Washington,OH,43837,Tuscarawas County,Lat: 40.32; Long: -81.51
9113,,,Stone Creek,OH,43840,Tuscarawas County,Lat: 40.39; Long: -81.55
9114,,,Trinway,OH,43842,Muskingum County,Lat: 40.14; Long: -82.01
9115,,,Walhonding,OH,43843,Coshocton County,Lat: 40.35; Long: -82.18
9116,,,Warsaw,OH,43844,Coshocton County,Lat: 40.33; Long: -82
9117,,,West Lafayette,OH,43845,Coshocton County,Lat: 40.27; Long: -81.75
9118,,,Adena,OH,43901,Jefferson County,Lat: 40.21; Long: -80.87
9119,,,Alledonia,OH,43902,Belmont County,Lat: 39.89; Long: -80.95
9120,,,Amsterdam,OH,43903,Jefferson County,Lat: 40.47; Long: -80.92
9121,,,Barton,OH,43905,Belmont County,Lat: 40.1; Long: -80.84
9122,,,Bellaire,OH,43906,Belmont County,Lat: 40.01; Long: -80.81
9123,,,Cadiz,OH,43907,Harrison County,Lat: 40.26; Long: -80.99
9124,,,Bergholz,OH,43908,Jefferson County,Lat: 40.52; Long: -80.88
9125,,,Blaine,OH,43909,Belmont County,Lat: 40.07; Long: -80.81
9126,,,Bloomingdale,OH,43910,Jefferson County,Lat: 40.34; Long: -80.81
9127,,,Bridgeport,OH,43912,Belmont County,Lat: 40.09; Long: -80.8
9128,,,Brilliant,OH,43913,Jefferson County,Lat: 40.27; Long: -80.64
9129,,,Cameron,OH,43914,Monroe County,Lat: 39.78; Long: -80.95
9130,,,Clarington,OH,43915,Monroe County,Lat: 39.76; Long: -80.9
9131,,,Colerain,OH,43916,Belmont County,Lat: 40.11; Long: -80.83
9132,,,Dillonvale,OH,43917,Jefferson County,Lat: 40.22; Long: -80.79
9133,,,East Liverpool,OH,43920,Columbiana County,Lat: 40.63; Long: -80.56
9134,,,East Springfield,OH,43925,Jefferson County,Lat: 40.45; Long: -80.86
9135,,,Empire,OH,43926,Jefferson County,Lat: 40.51; Long: -80.62
9136,,,Fairpoint,OH,43927,Belmont County,Lat: 40.12; Long: -80.94
9137,,,Glencoe,OH,43928,Belmont County,Lat: 40.01; Long: -80.88
9138,,,Hammondsville,OH,43930,Jefferson County,Lat: 40.56; Long: -80.76
9139,,,Hannibal,OH,43931,Monroe County,Lat: 39.67; Long: -80.87
9140,,,Irondale,OH,43932,Jefferson County,Lat: 40.57; Long: -80.72
9141,,,Jacobsburg,OH,43933,Belmont County,Lat: 39.95; Long: -80.88
9142,,,Lansing,OH,43934,Belmont County,Lat: 40.08; Long: -80.79
9143,,,Martins Ferry,OH,43935,Belmont County,Lat: 40.1; Long: -80.72
9144,,,Maynard,OH,43937,Belmont County,Lat: 40.11; Long: -80.83
9145,,,Mingo Junction,OH,43938,Jefferson County,Lat: 40.32; Long: -80.61
9146,,,Mount Pleasant,OH,43939,Jefferson County,Lat: 40.17; Long: -80.8
9147,,,Neffs,OH,43940,Belmont County,Lat: 40.03; Long: -80.83
9148,,,Piney Fork,OH,43941,Jefferson County,Lat: 40.25; Long: -80.81
9149,,,Powhatan Point,OH,43942,Belmont County,Lat: 39.86; Long: -80.8
9150,,,Rayland,OH,43943,Jefferson County,Lat: 40.18; Long: -80.69
9151,,,Richmond,OH,43944,Jefferson County,Lat: 40.43; Long: -80.77
9152,,,Salineville,OH,43945,Columbiana County,Lat: 40.62; Long: -80.83
9153,,,Sardis,OH,43946,Monroe County,Lat: 39.66; Long: -80.95
9154,,,Shadyside,OH,43947,Belmont County,Lat: 39.97; Long: -80.75
9155,,,Smithfield,OH,43948,Jefferson County,Lat: 40.27; Long: -80.78
9156,,,Saint Clairsville,OH,43950,Belmont County,Lat: 40.07; Long: -80.89
9157,,,Lafferty,OH,43951,Belmont County,Lat: 40.11; Long: -81.01
9158,,,Steubenville,OH,43952,Jefferson County,Lat: 40.36; Long: -80.64
9159,,,Steubenville,OH,43953,Jefferson County,Lat: 40.35; Long: -80.7
9160,,,Stratton,OH,43961,Jefferson County,Lat: 40.52; Long: -80.63
9161,,,Summitville,OH,43962,Columbiana County,Lat: 40.67; Long: -80.89
9162,,,Tiltonsville,OH,43963,Jefferson County,Lat: 40.17; Long: -80.7
9163,,,Toronto,OH,43964,Jefferson County,Lat: 40.46; Long: -80.6
9164,,,Warnock,OH,43967,Belmont County,Lat: 40.03; Long: -80.95
9165,,,Wellsville,OH,43968,Columbiana County,Lat: 40.6; Long: -80.65
9166,,,Wolf Run,OH,43970,Jefferson County,Lat: 40.46; Long: -80.89
9167,,,Yorkville,OH,43971,Jefferson County,Lat: 40.16; Long: -80.71
9168,,,Bannock,OH,43972,Belmont County,Lat: 40.1; Long: -80.97
9169,,,Freeport,OH,43973,Harrison County,Lat: 40.21; Long: -81.26
9170,,,Harrisville,OH,43974,Harrison County,Lat: 40.18; Long: -80.89
9171,,,Hopedale,OH,43976,Harrison County,Lat: 40.32; Long: -80.89
9172,,,Flushing,OH,43977,Belmont County,Lat: 40.14; Long: -81.06
9173,,,New Athens,OH,43981,Harrison County,Lat: 40.18; Long: -80.99
9174,,,Piedmont,OH,43983,Belmont County,Lat: 40.14; Long: -81.21
9175,,,New Rumley,OH,43984,Harrison County,Lat: 40.41; Long: -81.04
9176,,,Holloway,OH,43985,Belmont County,Lat: 40.16; Long: -81.13
9177,,,Jewett,OH,43986,Harrison County,Lat: 40.36; Long: -81
9178,,,Scio,OH,43988,Harrison County,Lat: 40.39; Long: -81.08
9179,,,Amherst,OH,44001,Lorain County,Lat: 41.4; Long: -82.23
9180,,,Andover,OH,44003,Ashtabula County,Lat: 41.6; Long: -80.56
9181,,,Ashtabula,OH,44004,Ashtabula County,Lat: 41.87; Long: -80.79
9182,,,Ashtabula,OH,44005,Ashtabula County,Lat: 41.87; Long: -80.79
9183,,,Austinburg,OH,44010,Ashtabula County,Lat: 41.75; Long: -80.85
9184,,,Avon,OH,44011,Lorain County,Lat: 41.45; Long: -82.02
9185,,,Avon Lake,OH,44012,Lorain County,Lat: 41.49; Long: -82.01
9186,,,Berea,OH,44017,Cuyahoga County,Lat: 41.36; Long: -81.86
9187,,,Burton,OH,44021,Geauga County,Lat: 41.47; Long: -81.14
9188,,,Chagrin Falls,OH,44022,Cuyahoga County,Lat: 41.43; Long: -81.38
9189,,,Chagrin Falls,OH,44023,Geauga County,Lat: 41.38; Long: -81.29
9190,,,Chardon,OH,44024,Geauga County,Lat: 41.57; Long: -81.2
9191,,,Chesterland,OH,44026,Geauga County,Lat: 41.52; Long: -81.34
9192,,,Columbia Station,OH,44028,Lorain County,Lat: 41.31; Long: -81.94
9193,,,Conneaut,OH,44030,Ashtabula County,Lat: 41.92; Long: -80.57
9194,,,Dorset,OH,44032,Ashtabula County,Lat: 41.65; Long: -80.66
9195,,,East Claridon,OH,44033,Geauga County,Lat: 41.56; Long: -81.19
9196,,,Elyria,OH,44035,Lorain County,Lat: 41.37; Long: -82.1
9197,,,Elyria,OH,44036,Lorain County,Lat: 41.37; Long: -82.1
9198,,,North Ridgeville,OH,44039,Lorain County,Lat: 41.38; Long: -82.01
9199,,,Gates Mills,OH,44040,Cuyahoga County,Lat: 41.53; Long: -81.41
9200,,,Geneva,OH,44041,Ashtabula County,Lat: 41.79; Long: -80.94
9201,,,Grafton,OH,44044,Lorain County,Lat: 41.28; Long: -82.03
9202,,,Grand River,OH,44045,Lake County,Lat: 41.74; Long: -81.28
9203,,,Huntsburg,OH,44046,Geauga County,Lat: 41.54; Long: -81.07
9204,,,Jefferson,OH,44047,Ashtabula County,Lat: 41.73; Long: -80.76
9205,,,Kingsville,OH,44048,Ashtabula County,Lat: 41.85; Long: -80.64
9206,,,Kipton,OH,44049,Lorain County,Lat: 41.27; Long: -82.31
9207,,,Lagrange,OH,44050,Lorain County,Lat: 41.23; Long: -82.12
9208,,,Lorain,OH,44052,Lorain County,Lat: 41.44; Long: -82.18
9209,,,Lorain,OH,44053,Lorain County,Lat: 41.43; Long: -82.23
9210,,,Sheffield Lake,OH,44054,Lorain County,Lat: 41.48; Long: -82.09
9211,,,Lorain,OH,44055,Lorain County,Lat: 41.43; Long: -82.13
9212,,,Macedonia,OH,44056,Summit County,Lat: 41.31; Long: -81.49
9213,,,Madison,OH,44057,Lake County,Lat: 41.77; Long: -81.05
9214,,,Mentor,OH,44060,Lake County,Lat: 41.69; Long: -81.33
9215,,,Mentor,OH,44061,Lake County,Lat: 41.69; Long: -81.33
9216,,,Middlefield,OH,44062,Geauga County,Lat: 41.45; Long: -81.07
9217,,,Montville,OH,44064,Geauga County,Lat: 41.6; Long: -81.05
9218,,,Newbury,OH,44065,Geauga County,Lat: 41.47; Long: -81.23
9219,,,Northfield,OH,44067,Summit County,Lat: 41.34; Long: -81.52
9220,,,North Kingsville,OH,44068,Ashtabula County,Lat: 41.91; Long: -80.68
9221,,,North Olmsted,OH,44070,Cuyahoga County,Lat: 41.41; Long: -81.92
9222,,,Novelty,OH,44072,Geauga County,Lat: 41.47; Long: -81.32
9223,,,Novelty,OH,44073,Geauga County,Lat: 41.47; Long: -81.32
9224,,,Oberlin,OH,44074,Lorain County,Lat: 41.29; Long: -82.21
9225,,,Orwell,OH,44076,Ashtabula County,Lat: 41.53; Long: -80.85
9226,,,Painesville,OH,44077,Lake County,Lat: 41.72; Long: -81.24
9227,,,Parkman,OH,44080,Geauga County,Lat: 41.37; Long: -81.06
9228,,,Perry,OH,44081,Lake County,Lat: 41.76; Long: -81.14
9229,,,Pierpont,OH,44082,Ashtabula County,Lat: 41.76; Long: -80.57
9230,,,Rock Creek,OH,44084,Ashtabula County,Lat: 41.66; Long: -80.85
9231,,,Rome,OH,44085,Ashtabula County,Lat: 41.6; Long: -80.86
9232,,,Thompson,OH,44086,Geauga County,Lat: 41.67; Long: -81.06
9233,,,Twinsburg,OH,44087,Summit County,Lat: 41.32; Long: -81.45
